0,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.055,0.06,0.065,0.07,0.075,0.08,0.085,0.09,0.095,0.1,0.105,0.11,0.115,0.12,0.125,0.13,0.135,0.14,0.145,0.15,0.155,0.16,0.165,0.17,0.175,0.18,0.185,0.19,0.195,0.2,0.205,0.21,0.215,0.22,0.225,0.23,0.235,0.24,0.245,0.25,0.255,0.26,0.265,0.27,0.275,0.28,0.285,0.29,0.295,0.3,0.305,0.31,0.315,0.32,0.325,0.33,0.335,0.34,0.345,0.35,0.355,0.36,0.365,0.37,0.375,0.38,0.385,0.39,0.395,0.4,0.405,0.41,0.415,0.42,0.425,0.43,0.435,0.44,0.445,0.45,0.455,0.46,0.465,0.47,0.475,0.48,0.485,0.49,0.495,0.5
-1,2.4981,2.5491,2.602,2.6568,2.714,2.7735,2.8356,2.9005,2.9684,3.0395,3.114,3.1922,3.2745,3.3611,3.4523,3.5485,3.6502,3.7577,3.8717,3.9926,4.121,4.2577,4.4034,4.559,4.7255,4.9039,5.0955,5.3017,5.5241,5.7647,6.0256,6.3093,6.6189,6.9577,7.3299,7.7405,8.1956,8.7023,9.2697,9.9087,10.633,11.459,12.408,13.505,14.781,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
-0.75,2.5595,2.6118,2.6661,2.7224,2.781,2.8421,2.9059,2.9726,3.0423,3.1153,3.1919,3.2723,3.3568,3.4458,3.5395,3.6385,3.743,3.8537,3.9709,4.0953,4.2275,4.3683,4.5184,4.6787,4.8503,5.0342,5.2319,5.4447,5.6744,5.923,6.1927,6.4863,6.8067,7.1578,7.5439,7.9702,8.4433,8.9707,9.5619,10.229,10.986,11.85,12.844,13.995,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
-0.5,2.6223,2.676,2.7317,2.7895,2.8497,2.9124,2.9779,3.0464,3.118,3.193,3.2716,3.3543,3.4411,3.5326,3.629,3.7307,3.8383,3.9521,4.0727,4.2007,4.3369,4.4818,4.6364,4.8016,4.9785,5.1682,5.3722,5.5919,5.8291,6.086,6.365,6.6687,7.0006,7.3646,7.7652,8.2081,8.6999,9.2491,9.8656,10.562,11.353,12.258,13.3,14.506,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
-0.25,2.6866,2.7417,2.7988,2.8582,2.92,2.9844,3.0517,3.1219,3.1955,3.2725,3.3534,3.4383,3.5276,3.6216,3.7207,3.8253,3.9359,4.053,4.1771,4.3089,4.4491,4.5984,4.7577,4.928,5.1103,5.306,5.5165,5.7433,5.9885,6.254,6.5426,6.857,7.2009,7.5783,7.9941,8.4543,8.9661,9.5381,10.181,10.908,11.736,12.683,13.775,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
0,2.7524,2.8089,2.8676,2.9285,2.992,3.0581,3.1272,3.1993,3.2749,3.3541,3.4371,3.5244,3.6161,3.7128,3.8147,3.9223,4.0361,4.1566,4.2843,4.42,4.5643,4.7181,4.8823,5.0578,5.2459,5.4478,5.665,5.8993,6.1526,6.4272,6.7258,7.0514,7.4078,7.7993,8.2311,8.7095,9.2422,9.8383,10.509,11.269,12.135,13.127,14.271,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
0.25,2.8197,2.8778,2.9379,3.0005,3.0657,3.1336,3.2045,3.2786,3.3562,3.4376,3.5229,3.6126,3.7069,3.8063,3.9111,4.0217,4.1388,4.2628,4.3943,4.534,4.6826,4.8411,5.0103,5.1912,5.3852,5.5936,5.8179,6.0599,6.3217,6.6057,6.9148,7.2521,7.6216,8.0278,8.4764,8.974,9.5286,10.15,10.851,11.645,12.551,13.59,14.788,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
0.5,2.8886,2.9482,3.01,3.0742,3.1411,3.2108,3.2837,3.3598,3.4395,3.5231,3.6108,3.703,3.7999,3.9021,4.0099,4.1237,4.2442,4.3718,4.5072,4.651,4.8041,4.9674,5.1418,5.3284,5.5286,5.7436,5.9752,6.2253,6.496,6.7899,7.1098,7.4593,7.8426,8.2643,8.7305,9.2482,9.826,10.474,11.206,12.036,12.984,14.073,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
0.75,2.9591,3.0203,3.0837,3.1496,3.2183,3.2899,3.3648,3.443,3.5249,3.6108,3.7009,3.7956,3.8953,4.0004,4.1112,4.2284,4.3523,4.4836,4.623,4.7712,4.9289,5.0972,5.277,5.4695,5.676,5.898,6.1372,6.3957,6.6757,6.9798,7.3112,7.6735,8.0711,8.5091,8.9938,9.5327,10.135,10.811,11.576,12.444,13.436,14.576,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,3.0312,3.0941,3.1592,3.2269,3.2974,3.371,3.4478,3.5282,3.6123,3.7006,3.7932,3.8906,3.9931,4.1011,4.2152,4.3357,4.4632,4.5984,4.742,4.8946,5.0571,5.2306,5.416,5.6145,5.8277,6.0569,6.3041,6.5713,6.8609,7.1757,7.5191,7.8948,8.3075,8.7626,9.2668,9.8279,10.456,11.162,11.961,12.869,13.908,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1.25,3.1051,3.1696,3.2364,3.306,3.3784,3.4539,3.5329,3.6154,3.7019,3.7926,3.8878,3.9879,4.0934,4.2045,4.3218,4.4458,4.5771,4.7163,4.8641,5.0213,5.1888,5.3676,5.5588,5.7637,5.9838,6.2205,6.476,6.7523,7.052,7.378,7.7338,8.1236,8.5521,9.0251,9.5498,10.134,10.789,11.527,12.361,13.312,14.399,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1.5,3.1807,3.2469,3.3155,3.3869,3.4613,3.5389,3.62,3.7048,3.7937,3.8869,3.9848,4.0877,4.1961,4.3104,4.4311,4.5588,4.6939,4.8372,4.9895,5.1515,5.3241,5.5085,5.7058,5.9172,6.1444,6.389,6.6531,6.9389,7.2491,7.5869,7.9558,8.3602,8.8053,9.2972,9.8433,10.453,11.136,11.906,12.779,13.773,14.911,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1.75,3.2581,3.326,3.3965,3.4698,3.5462,3.6259,3.7092,3.7964,3.8877,3.9835,4.0842,4.19,4.3015,4.4191,4.5433,4.6747,4.8138,4.9614,5.1183,5.2852,5.4632,5.6534,5.8569,6.0752,6.3098,6.5626,6.8356,7.1314,7.4526,7.8025,8.1852,8.605,9.0675,9.5792,10.148,10.783,11.496,12.301,13.214,14.254,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2,3.3373,3.4071,3.4795,3.5547,3.6332,3.7151,3.8007,3.8902,3.9841,4.0826,4.1861,4.2949,4.4096,4.5306,4.6584,4.7936,4.9369,5.0889,5.2506,5.4226,5.6062,5.8023,6.0124,6.2377,6.4801,6.7414,7.0238,7.3299,7.6626,8.0254,8.4224,8.8584,9.3392,9.8717,10.464,11.127,11.871,12.712,13.667,14.755,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2.25,3.4184,3.49,3.5644,3.6417,3.7223,3.8064,3.8943,3.9864,4.0829,4.1841,4.2905,4.4025,4.5205,4.645,4.7765,4.9157,5.0633,5.2199,5.3865,5.5638,5.7531,5.9555,6.1723,6.4051,6.6555,6.9257,7.2179,7.5348,7.8795,8.2557,8.6677,9.1207,9.6207,10.175,10.793,11.484,12.261,13.14,14.138,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2.5,3.5014,3.575,3.6513,3.7307,3.8135,3.8999,3.9903,4.0849,4.1841,4.2882,4.3976,4.5128,4.6342,4.7623,4.8977,5.0411,5.1931,5.3544,5.5261,5.709,5.9042,6.1131,6.3369,6.5774,6.8363,7.1157,7.4181,7.7462,8.1035,8.4938,8.9216,9.3924,9.9126,10.49,11.134,11.855,12.667,13.586,14.63,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2.75,3.5864,3.6619,3.7403,3.8219,3.907,3.9958,4.0887,4.1859,4.2879,4.3949,4.5075,4.626,4.7509,4.8827,5.0221,5.1698,5.3263,5.4926,5.6696,5.8582,6.0597,6.2752,6.5064,6.7548,7.0225,7.3116,7.6246,7.9646,8.335,8.74,9.1844,9.6738,10.215,10.817,11.488,12.241,13.09,14.05,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
3,3.6734,3.751,3.8315,3.9153,4.0027,4.094,4.1894,4.2894,4.3942,4.5043,4.6201,4.742,4.8705,5.0063,5.1498,5.3019,5.4632,5.6346,5.8171,6.0116,6.2195,6.4421,6.6809,6.9377,7.2145,7.5136,7.8378,8.1901,8.5743,8.9947,9.4565,9.9655,10.529,11.156,11.857,12.643,13.529,14.533,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
3.25,3.7625,3.8422,3.9249,4.011,4.1008,4.1946,4.2927,4.3955,4.5033,4.6165,4.7356,4.8611,4.9934,5.1331,5.281,5.4376,5.6038,5.7805,5.9687,6.1694,6.384,6.6139,6.8606,7.1261,7.4124,7.722,8.0578,8.4231,8.8218,9.2584,9.7383,10.268,10.855,11.509,12.239,13.06,13.987,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
3.5,3.8537,3.9356,4.0205,4.109,4.2013,4.2977,4.3985,4.5042,4.6151,4.7316,4.8541,4.9832,5.1194,5.2633,5.4156,5.577,5.7483,5.9305,6.1246,6.3318,6.5533,6.7907,7.0457,7.3202,7.6165,7.9371,8.2851,8.6639,9.0777,9.5313,10.03,10.582,11.193,11.875,12.638,13.495,14.463,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
3.75,3.9472,4.0312,4.1185,4.2094,4.3043,4.4033,4.507,4.6157,4.7297,4.8496,4.9757,5.1085,5.2488,5.397,5.5538,5.7201,5.8968,6.0847,6.2849,6.4988,6.7275,6.9728,7.2364,7.5204,7.8271,8.1592,8.5199,8.9129,9.3425,9.8139,10.333,10.907,11.545,12.255,13.052,13.947,14.958,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
4,4.0428,4.1292,4.2189,4.3123,4.4098,4.5116,4.6183,4.73,4.8473,4.9706,5.1004,5.2372,5.3815,5.5342,5.6958,5.8673,6.0494,6.2432,6.4498,6.6706,6.9069,7.1604,7.433,7.7268,8.0444,8.3885,8.7625,9.1704,9.6166,10.107,10.647,11.245,11.909,12.651,13.482,14.417,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
4.25,4.1408,4.2295,4.3217,4.4177,4.5179,4.6226,4.7323,4.8472,4.9679,5.0948,5.2283,5.3692,5.5179,5.6751,5.8417,6.0184,6.2063,6.4062,6.6195,6.8475,7.0916,7.3537,7.6357,7.9398,8.2687,8.6253,9.0133,9.4367,9.9004,10.41,10.972,11.595,12.288,13.062,13.93,14.907,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
4.5,4.2412,4.3323,4.4271,4.5257,4.6287,4.7364,4.8492,4.9674,5.0916,5.2222,5.3597,5.5047,5.6579,5.8199,5.9916,6.1738,6.3676,6.5739,6.7941,7.0296,7.2819,7.5529,7.8447,8.1595,8.5003,8.8701,9.2727,9.7124,10.194,10.725,11.31,11.959,12.682,13.489,14.395,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
4.75,4.344,4.4377,4.535,4.6364,4.7423,4.8531,4.9691,5.0907,5.2185,5.3529,5.4945,5.6438,5.8016,5.9686,6.1456,6.3336,6.5335,6.7464,6.9739,7.2171,7.478,7.7583,8.0602,8.3863,8.7395,9.123,9.5409,9.9977,10.499,11.051,11.66,12.337,13.091,13.933,14.879,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
5,4.4493,4.5456,4.6456,4.7499,4.8588,4.9727,5.092,5.2172,5.3487,5.4871,5.6328,5.7867,5.9493,6.1214,6.3039,6.4978,6.7041,6.924,7.1589,7.4103,7.68,7.97,8.2826,8.6205,8.9866,9.3845,9.8185,10.293,10.814,11.389,12.024,12.729,13.516,14.395,15.382,16.494,17.748,19.166,20.769,22.584,24.635,26.947,29.547,32.459,35.71,39.324,43.327,47.748,52.618,57.968,63.835,70.261,77.29,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
5.25,4.5572,4.6562,4.759,4.8662,4.9782,5.0954,5.2181,5.3469,5.4823,5.6248,5.7749,5.9334,6.101,6.2785,6.4667,6.6667,6.8796,7.1067,7.3494,7.6093,7.8883,8.1885,8.5122,8.8623,9.242,9.655,10.106,10.599,11.142,11.74,12.402,13.137,13.957,14.875,15.905,17.065,18.373,19.85,21.519,23.404,25.53,27.922,30.605,33.604,36.944,40.649,44.746,49.264,54.232,59.685,65.659,72.195,79.341,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
5.5,4.6678,4.7695,4.8752,4.9855,5.1006,5.2212,5.3475,5.48,5.6194,5.7661,5.9208,6.0841,6.2569,6.4399,6.6341,6.8405,7.0603,7.2949,7.5457,7.8144,8.1031,8.4138,8.7492,9.1121,9.506,9.9348,10.403,10.916,11.481,12.104,12.793,13.56,14.416,15.374,16.449,17.658,19.021,20.559,22.294,24.251,26.453,28.925,31.692,34.777,38.205,42.002,46.193,50.806,55.874,61.429,67.509,74.157,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
5.75,4.7811,4.8856,4.9943,5.1077,5.2262,5.3502,5.4802,5.6167,5.7602,5.9113,6.0706,6.239,6.4171,6.6058,6.8062,7.0192,7.2463,7.4886,7.7479,8.0259,8.3246,8.6464,8.9939,9.3703,9.7791,10.224,10.711,11.245,11.832,12.481,13.2,14,14.893,15.892,17.013,18.273,19.693,21.293,23.096,25.125,27.404,29.956,32.806,35.978,39.494,43.382,47.666,52.375,57.541,63.199,69.386,76.146,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79.998
6,4.8971,5.0046,5.1164,5.233,5.3549,5.4825,5.6163,5.7569,5.9046,6.0603,6.2245,6.3981,6.5817,6.7764,6.9832,7.2032,7.4377,7.6882,7.9563,8.2439,8.5531,8.8864,9.2467,9.6371,10.061,10.524,11.03,11.586,12.197,12.873,13.623,14.457,15.388,16.43,17.599,18.912,20.39,22.053,23.925,26.026,28.382,31.015,33.949,37.206,40.811,44.788,49.165,53.97,59.236,64.996,71.29,78.161,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
6.25,5.0161,5.1266,5.2416,5.3616,5.487,5.6183,5.7561,5.9008,6.053,6.2134,6.3827,6.5616,6.751,6.9519,7.1654,7.3925,7.6348,7.8938,8.1711,8.4687,8.7889,9.1344,9.5079,9.913,10.354,10.835,11.361,11.939,12.576,13.28,14.062,14.931,15.902,16.988,18.207,19.574,21.112,22.84,24.78,26.955,29.388,32.102,35.118,38.461,42.154,46.221,50.691,55.592,60.956,66.819,73.22,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79.999
6.5,5.1381,5.2517,5.37,5.4934,5.6225,5.7577,5.8995,6.0485,6.2054,6.3707,6.5451,6.7297,6.9251,7.1324,7.3528,7.5875,7.8379,8.1057,8.3926,8.7007,9.0324,9.3904,9.7779,10.198,10.656,11.156,11.703,12.305,12.969,13.703,14.517,15.424,16.436,17.568,18.837,20.261,21.859,23.652,25.662,27.912,30.422,33.216,36.315,39.743,43.523,47.681,52.243,57.239,62.702,68.668,75.177,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79.376
6.75,5.2631,5.38,5.5017,5.6287,5.7615,5.9007,6.0467,6.2002,6.3618,6.5322,6.7121,6.9025,7.1041,7.3182,7.5458,7.7883,8.0471,8.3241,8.621,8.94,9.2838,9.655,10.057,10.494,10.969,11.489,12.059,12.685,13.376,14.141,14.99,15.935,16.99,18.17,19.491,20.971,22.631,24.491,26.572,28.895,31.483,34.357,37.539,41.052,44.919,49.167,53.821,58.913,64.475,70.544,77.161,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,75.006
7,5.3913,5.5115,5.6367,5.7674,5.9042,6.0475,6.1979,6.3561,6.5226,6.6982,6.8838,7.0802,7.2883,7.5093,7.7444,7.995,8.2627,8.5493,8.8566,9.1871,9.5434,9.9284,10.346,10.799,11.294,11.834,12.427,13.079,13.799,14.596,15.481,16.466,17.565,18.793,20.168,21.707,23.429,25.356,27.508,29.906,32.572,35.526,38.79,42.387,46.342,50.678,55.425,60.612,66.273,72.446,79.171,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,73.675
7.25,5.5227,5.6464,5.7753,5.9098,6.0506,6.1982,6.3531,6.5161,6.6878,6.8689,7.0603,7.2629,7.4778,7.706,7.949,8.2081,8.485,8.7815,9.0998,9.4423,9.8116,10.211,10.644,11.115,11.629,12.192,12.809,13.488,14.238,15.068,15.991,17.017,18.162,19.44,20.869,22.467,24.253,26.248,28.471,30.944,33.687,36.721,40.067,43.749,47.79,52.216,57.055,62.337,68.098,74.374,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79.921
7.5,5.6575,5.7848,5.9174,6.0559,6.2009,6.3529,6.5125,6.6805,6.8575,7.0443,7.2418,7.4509,7.6728,7.9086,8.1597,8.4277,8.7141,9.0211,9.3508,9.7057,10.089,10.503,10.953,11.443,11.977,12.562,13.204,13.912,14.693,15.559,16.519,17.588,18.78,20.109,21.594,23.253,25.103,27.166,29.461,32.009,34.829,37.942,41.371,45.136,49.264,53.779,58.71,64.088,69.948,76.328,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,74.839
7.75,5.7958,5.9267,6.0632,6.2058,6.3551,6.5117,6.6763,6.8494,7.032,7.2247,7.4285,7.6444,7.8736,8.1172,8.3769,8.654,8.9505,9.2684,9.61,9.9779,10.375,10.806,11.273,11.782,12.338,12.946,13.615,14.352,15.166,16.067,17.068,18.18,19.42,20.802,22.344,24.064,25.979,28.111,30.478,33.1,35.997,39.19,42.7,46.55,50.763,55.368,60.391,65.865,71.824,78.309,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,78.673
8,5.9376,6.0724,6.2129,6.3597,6.5135,6.6749,6.8445,7.0231,7.2113,7.4102,7.6205,7.8435,8.0803,8.3321,8.6006,8.8874,9.1943,9.5235,9.8776,10.259,10.672,11.119,11.604,12.133,12.711,13.345,14.041,14.808,15.656,16.594,17.636,18.794,20.083,21.519,23.119,24.9,26.882,29.082,31.521,34.218,37.192,40.464,44.055,47.989,52.288,56.982,62.097,67.667,73.726,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,69.388
8.25,6.083,6.2218,6.3665,6.5178,6.6762,6.8425,7.0174,7.2015,7.3957,7.601,7.8182,8.0485,8.2932,8.5536,8.8313,9.128,9.4459,9.787,10.154,10.55,10.978,11.442,11.947,12.497,13.098,13.758,14.482,15.281,16.164,17.141,18.225,19.43,20.769,22.26,23.918,25.762,27.81,30.08,32.591,35.362,38.413,41.764,45.436,49.453,53.839,58.621,63.828,69.494,75.654,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,72.429
